Index,Time(s),Original,Filtered
772,0.048250,0.492115,-0.914348
773,0.048313,0.807557,-0.860237
774,0.048375,1.329458,-0.780399
775,0.048437,1.385827,-0.677519
776,0.048500,0.844313,-0.554724
777,0.048563,0.277682,-0.415409
778,0.048625,0.259339,-0.263461
779,0.048687,0.659266,-0.103467
780,0.048750,0.809019,0.059500
781,0.048813,0.332221,0.220413
782,0.048875,-0.384963,0.374653
783,0.048937,-0.664720,0.517936
784,0.049000,-0.368122,0.646055
785,0.049063,-0.060545,0.754934
786,0.049125,-0.307759,0.841069
787,0.049188,-0.971776,0.901955
788,0.049250,-1.376302,0.936088
789,0.049312,-1.137448,0.942625
790,0.049375,-0.634129,0.921199
791,0.049438,-0.537940,0.872137
792,0.049500,-0.982298,0.796841
793,0.049562,-1.397380,0.697814
794,0.049625,-1.214281,0.578268
795,0.049688,-0.569052,0.441700
796,0.049750,-0.137425,0.291869
797,0.049812,-0.304105,0.133064
798,0.049875,-0.692294,-0.029813
799,0.049938,-0.633853,-0.191602
800,0.050000,-0.000011,-0.347424
801,0.050062,0.633865,-0.492899
802,0.050125,0.692295,-0.623957
803,0.050187,0.304109,-0.736632
804,0.050250,0.137429,-0.827262
805,0.050313,0.569063,-0.892972
806,0.050375,1.214297,-0.931979
807,0.050437,1.397394,-0.943430
808,0.050500,0.982281,-0.927046
809,0.050563,0.537934,-0.883053
810,0.050625,0.634143,-0.812501
811,0.050687,1.137411,-0.717551
812,0.050750,1.376307,-0.601339
813,0.050813,0.971756,-0.467503
814,0.050875,0.307742,-0.319851
815,0.050937,0.060560,-0.162475
816,0.051000,0.368118,0.000002
817,0.051062,0.664724,0.162479
818,0.051125,0.384945,0.319856
819,0.051188,-0.332243,0.467507
820,0.051250,-0.809010,0.601343
821,0.051312,-0.659270,0.717554
822,0.051375,-0.259331,0.812503
823,0.051438,-0.277693,0.883054
824,0.051500,-0.844334,0.927046
825,0.051562,-1.385818,0.943428
826,0.051625,-1.329486,0.931975
827,0.051688,-0.807541,0.892966
828,0.051750,-0.492115,0.827256
829,0.051812,-0.764461,0.736625
830,0.051875,-1.244551,0.623950
831,0.051937,-1.261634,0.492892
832,0.052000,-0.684532,0.347417
833,0.052063,-0.087087,0.191596
834,0.052125,-0.043584,0.029807
835,0.052187,-0.424787,-0.133069
836,0.052250,-0.562781,-0.291875
837,0.052313,-0.081616,-0.441705
838,0.052375,0.632542,-0.578273
839,0.052437,0.901882,-0.697820
840,0.052500,0.587778,-0.796846
841,0.052563,0.256192,-0.872141
842,0.052625,0.473527,-0.921201
843,0.052687,1.102749,-0.942627
844,0.052750,1.468584,-0.936088
845,0.052813,1.188252,-0.901953
846,0.052875,0.642001,-0.841066
847,0.052938,0.502623,-0.754930
848,0.053000,0.904810,-0.646050
849,0.053062,1.280082,-0.517929
850,0.053125,1.060646,-0.374646
851,0.053188,0.383641,-0.220405
852,0.053250,-0.074216,-0.059493
853,0.053312,0.072524,0.103475
854,0.053375,0.447655,0.263469
855,0.053438,0.383467,0.415416
856,0.053500,-0.248692,0.554731
857,0.053562,-0.873448,0.677525
858,0.053625,-0.915635,0.780402
859,0.053688,-0.504543,0.860238
860,0.053750,-0.309019,0.914346
861,0.053813,-0.706692,0.940941
862,0.053875,-1.313849,0.939404
863,0.053937,-1.455909,0.910091
864,0.054000,-0.998018,0.853936
865,0.054063,-0.510426,0.772349
866,0.054125,-0.564208,0.667499
867,0.054187,-1.027137,0.542571
868,0.054250,-1.228971,0.401593
869,0.054313,-0.791747,0.248938
870,0.054375,-0.100443,0.088977
871,0.054437,0.167908,-0.073833
872,0.054500,-0.125332,-0.234706
873,0.054563,-0.414820,-0.388590
874,0.054625,-0.135415,-0.530639
875,0.054688,0.574024,-0.656686
876,0.054750,1.035830,-0.763284
877,0.054812,0.864348,-0.847434
878,0.054875,0.436607,-0.906455
879,0.054938,0.421826,-0.938280
880,0.055000,0.951062,-0.941900
881,0.055062,1.451967,-0.917469
882,0.055125,1.353054,-0.865975
883,0.055188,0.787870,-0.788892
884,0.055250,0.429777,-0.688206
885,0.055312,0.661311,-0.566742
886,0.055375,1.103673,-0.428290
887,0.055438,1.087171,-0.277284
888,0.055500,0.481727,-0.118282
889,0.055562,-0.138027,0.044243
890,0.055625,-0.197103,0.205712
891,0.055687,0.175597,0.361255
892,0.055750,0.312613,0.505930
893,0.055813,-0.162166,0.635256
894,0.055875,-0.862568,0.745555
895,0.055937,-1.111399,0.833850
896,0.056000,-0.770483,0.897574
897,0.056063,-0.406681,0.934566
898,0.056125,-0.587312,0.943464
899,0.056187,-1.176428,0.924065
900,0.056250,-1.500000,0.877253
901,0.056313,-1.176414,0.804598
902,0.056375,-0.587339,0.708089
903,0.056437,-0.406689,0.590292
904,0.056500,-0.770501,0.454655
905,0.056562,-1.111384,0.305477
906,0.056625,-0.862603,0.147464
907,0.056688,-0.162140,-0.014741
908,0.056750,0.312610,-0.176614
909,0.056812,0.175636,-0.333509
910,0.056875,-0.197118,-0.480580
911,0.056938,-0.138024,-0.613139
912,0.057000,0.481754,-0.727176
913,0.057062,1.087175,-0.819557
914,0.057125,1.103660,-0.887792
915,0.057188,0.661294,-0.929789
916,0.057250,0.429776,-0.943987
917,0.057312,0.787887,-0.929790
918,0.057375,1.353065,-0.887795
919,0.057438,1.451959,-0.819560
920,0.057500,0.951047,-0.727178
921,0.057563,0.421822,-0.613141
922,0.057625,0.436610,-0.480581
923,0.057687,0.864377,-0.333508
924,0.057750,1.035820,-0.176611
925,0.057813,0.574012,-0.014737
926,0.057875,-0.135423,0.147468
927,0.057937,-0.414849,0.305482
928,0.058000,-0.125359,0.454659
929,0.058063,0.167902,0.590296
930,0.058125,-0.100452,0.708092
931,0.058187,-0.791731,0.804600
932,0.058250,-1.228969,0.877254
933,0.058313,-1.027121,0.924065
934,0.058375,-0.564180,0.943465
935,0.058438,-0.510419,0.934566
936,0.058500,-0.998003,0.897573
937,0.058562,-1.455892,0.833848
938,0.058625,-1.313817,0.745552
939,0.058688,-0.706700,0.635251
940,0.058750,-0.309021,0.505924
941,0.058812,-0.504560,0.361247
942,0.058875,-0.915628,0.205704
943,0.058938,-0.873456,0.044235
944,0.059000,-0.248695,-0.118289
945,0.059062,0.383471,-0.277289
946,0.059125,0.447662,-0.428292
947,0.059188,0.072535,-0.566740
948,0.059250,-0.074219,-0.688201
949,0.059313,0.383666,-0.788884
950,0.059375,1.060655,-0.865965
951,0.059437,1.280086,-0.917457
952,0.059500,0.904823,-0.941888
953,0.059563,0.502616,-0.938269
954,0.059625,0.642014,-0.906446
955,0.059687,1.188267,-0.847428
956,0.059750,1.468585,-0.763280
957,0.059813,1.102735,-0.656683
958,0.059875,0.473517,-0.530638
959,0.059937,0.256190,-0.388589
960,0.060000,0.587809,-0.234705
961,0.060063,0.901877,-0.073831
962,0.060125,0.632533,0.088981
963,0.060187,-0.081628,0.248943
964,0.060250,-0.562793,0.401599
965,0.060312,-0.424811,0.542578
966,0.060375,-0.043584,0.667507
967,0.060438,-0.087091,0.772357
968,0.060500,-0.684516,0.853943
969,0.060562,-1.261615,0.910098
970,0.060625,-1.244539,0.939410
971,0.060688,-0.764421,0.940945
972,0.060750,-0.492114,0.914349
973,0.060812,-0.807527,0.860239
974,0.060875,-1.329455,0.780402
975,0.060938,-1.385802,0.677523
976,0.061000,-0.844341,0.554728
977,0.061062,-0.277701,0.415412
978,0.061125,-0.259345,0.263464
979,0.061187,-0.659259,0.103470
980,0.061250,-0.809013,-0.059496
981,0.061313,-0.332245,-0.220407
982,0.061375,0.384953,-0.374646
983,0.061437,0.664727,-0.517926
984,0.061500,0.368129,-0.646043
985,0.061563,0.060563,-0.754920
986,0.061625,0.307763,-0.841054
987,0.061687,0.971769,-0.901940
988,0.061750,1.376305,-0.936074
989,0.061813,1.137423,-0.942614
990,0.061875,0.634131,-0.921190
991,0.061937,0.537940,-0.872132
992,0.062000,0.982298,-0.796839
993,0.062062,1.397389,-0.697815
994,0.062125,1.214287,-0.578270
995,0.062188,0.569050,-0.441703
996,0.062250,0.137420,-0.291873
997,0.062312,0.304139,-0.133067
998,0.062375,0.692294,0.029811
999,0.062438,0.633862,0.191601
